,disasterNumber,state,declarationType,incidentType,declarationTitle,incidentBeginDate,incidentEndDate,disasterCloseoutDate,designatedArea
160,218,TX,DR,Flood,SEVERE STORMS & FLOODING,1966-05-12T04:00:00.000Z,1966-05-12T04:00:00.000Z,1968-06-12T04:00:00.000Z,Cass (County)
161,218,TX,DR,Flood,SEVERE STORMS & FLOODING,1966-05-12T04:00:00.000Z,1966-05-12T04:00:00.000Z,1968-06-12T04:00:00.000Z,Red River (County)
162,218,TX,DR,Flood,SEVERE STORMS & FLOODING,1966-05-12T04:00:00.000Z,1966-05-12T04:00:00.000Z,1968-06-12T04:00:00.000Z,Marion (County)
163,218,TX,DR,Flood,SEVERE STORMS & FLOODING,1966-05-12T04:00:00.000Z,1966-05-12T04:00:00.000Z,1968-06-12T04:00:00.000Z,Navarro (County)
164,218,TX,DR,Flood,SEVERE STORMS & FLOODING,1966-05-12T04:00:00.000Z,1966-05-12T04:00:00.000Z,1968-06-12T04:00:00.000Z,Rockwall (County)
165,218,TX,DR,Flood,SEVERE STORMS & FLOODING,1966-05-12T04:00:00.000Z,1966-05-12T04:00:00.000Z,1968-06-12T04:00:00.000Z,Morris (County)
166,218,TX,DR,Flood,SEVERE STORMS & FLOODING,1966-05-12T04:00:00.000Z,1966-05-12T04:00:00.000Z,1968-06-12T04:00:00.000Z,Rains (County)
167,218,TX,DR,Flood,SEVERE STORMS & FLOODING,1966-05-12T04:00:00.000Z,1966-05-12T04:00:00.000Z,1968-06-12T04:00:00.000Z,Rusk (County)
168,218,TX,DR,Flood,SEVERE STORMS & FLOODING,1966-05-12T04:00:00.000Z,1966-05-12T04:00:00.000Z,1968-06-12T04:00:00.000Z,Shelby (County)
169,218,TX,DR,Flood,SEVERE STORMS & FLOODING,1966-05-12T04:00:00.000Z,1966-05-12T04:00:00.000Z,1968-06-12T04:00:00.000Z,Tarrant (County)
170,218,TX,DR,Flood,SEVERE STORMS & FLOODING,1966-05-12T04:00:00.000Z,1966-05-12T04:00:00.000Z,1968-06-12T04:00:00.000Z,Upshur (County)
171,218,TX,DR,Flood,SEVERE STORMS & FLOODING,1966-05-12T04:00:00.000Z,1966-05-12T04:00:00.000Z,1968-06-12T04:00:00.000Z,Titus (County)
172,219,KS,DR,Tornado,TORNADOES & SEVERE STORMS,1966-06-10T04:00:00.000Z,1966-06-10T04:00:00.000Z,1969-04-17T05:00:00.000Z,Riley (County)
173,219,KS,DR,Tornado,TORNADOES & SEVERE STORMS,1966-06-10T04:00:00.000Z,1966-06-10T04:00:00.000Z,1969-04-17T05:00:00.000Z,Shawnee (County)
174,222,TX,DR,Flood,HEAVY RAINS & FLOODING,1966-09-27T04:00:00.000Z,1966-09-27T04:00:00.000Z,1970-04-10T05:00:00.000Z,Hudspeth (County)
175,223,CA,DR,Flood,SEVERE STORMS & FLOODING,1967-01-02T05:00:00.000Z,1967-01-02T05:00:00.000Z,1970-04-10T05:00:00.000Z,Inyo (County)
176,223,CA,DR,Flood,SEVERE STORMS & FLOODING,1967-01-02T05:00:00.000Z,1967-01-02T05:00:00.000Z,1970-04-10T05:00:00.000Z,San Bernardino (County)
177,223,CA,DR,Flood,SEVERE STORMS & FLOODING,1967-01-02T05:00:00.000Z,1967-01-02T05:00:00.000Z,1970-04-10T05:00:00.000Z,Kern (County)
178,223,CA,DR,Flood,SEVERE STORMS & FLOODING,1967-01-02T05:00:00.000Z,1967-01-02T05:00:00.000Z,1970-04-10T05:00:00.000Z,Tulare (County)
179,223,CA,DR,Flood,SEVERE STORMS & FLOODING,1967-01-02T05:00:00.000Z,1967-01-02T05:00:00.000Z,1970-04-10T05:00:00.000Z,Riverside (County)
180,223,CA,DR,Flood,SEVERE STORMS & FLOODING,1967-01-02T05:00:00.000Z,1967-01-02T05:00:00.000Z,1970-04-10T05:00:00.000Z,San Diego (County)
181,223,CA,DR,Flood,SEVERE STORMS & FLOODING,1967-01-02T05:00:00.000Z,1967-01-02T05:00:00.000Z,1970-04-10T05:00:00.000Z,San Luis Obispo (County)
182,223,CA,DR,Flood,SEVERE STORMS & FLOODING,1967-01-02T05:00:00.000Z,1967-01-02T05:00:00.000Z,1970-04-10T05:00:00.000Z,Monterey (County)
183,229,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1967-07-18T04:00:00.000Z,1967-07-18T04:00:00.000Z,1969-07-09T04:00:00.000Z,Anderson (County)
184,229,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1967-07-18T04:00:00.000Z,1967-07-18T04:00:00.000Z,1969-07-09T04:00:00.000Z,Chase (County)
185,229,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1967-07-18T04:00:00.000Z,1967-07-18T04:00:00.000Z,1969-07-09T04:00:00.000Z,Atchison (County)
186,229,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1967-07-18T04:00:00.000Z,1967-07-18T04:00:00.000Z,1969-07-09T04:00:00.000Z,Cloud (County)
187,229,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1967-07-18T04:00:00.000Z,1967-07-18T04:00:00.000Z,1969-07-09T04:00:00.000Z,Doniphan (County)
188,229,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1967-07-18T04:00:00.000Z,1967-07-18T04:00:00.000Z,1969-07-09T04:00:00.000Z,Crawford (County)
189,229,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1967-07-18T04:00:00.000Z,1967-07-18T04:00:00.000Z,1969-07-09T04:00:00.000Z,Coffey (County)
190,229,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1967-07-18T04:00:00.000Z,1967-07-18T04:00:00.000Z,1969-07-09T04:00:00.000Z,Douglas (County)
191,229,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1967-07-18T04:00:00.000Z,1967-07-18T04:00:00.000Z,1969-07-09T04:00:00.000Z,Jackson (County)
192,229,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1967-07-18T04:00:00.000Z,1967-07-18T04:00:00.000Z,1969-07-09T04:00:00.000Z,Harper (County)
193,229,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1967-07-18T04:00:00.000Z,1967-07-18T04:00:00.000Z,1969-07-09T04:00:00.000Z,Kingman (County)
194,229,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1967-07-18T04:00:00.000Z,1967-07-18T04:00:00.000Z,1969-07-09T04:00:00.000Z,Finney (County)
195,229,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1967-07-18T04:00:00.000Z,1967-07-18T04:00:00.000Z,1969-07-09T04:00:00.000Z,Franklin (County)
196,229,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1967-07-18T04:00:00.000Z,1967-07-18T04:00:00.000Z,1969-07-09T04:00:00.000Z,Jefferson (County)
197,229,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1967-07-18T04:00:00.000Z,1967-07-18T04:00:00.000Z,1969-07-09T04:00:00.000Z,Leavenworth (County)
198,229,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1967-07-18T04:00:00.000Z,1967-07-18T04:00:00.000Z,1969-07-09T04:00:00.000Z,Osage (County)
199,229,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1967-07-18T04:00:00.000Z,1967-07-18T04:00:00.000Z,1969-07-09T04:00:00.000Z,Ness (County)
200,229,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1967-07-18T04:00:00.000Z,1967-07-18T04:00:00.000Z,1969-07-09T04:00:00.000Z,Marion (County)
201,229,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1967-07-18T04:00:00.000Z,1967-07-18T04:00:00.000Z,1969-07-09T04:00:00.000Z,Miami (County)
202,229,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1967-07-18T04:00:00.000Z,1967-07-18T04:00:00.000Z,1969-07-09T04:00:00.000Z,Mitchell (County)
203,229,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1967-07-18T04:00:00.000Z,1967-07-18T04:00:00.000Z,1969-07-09T04:00:00.000Z,Linn (County)
204,229,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1967-07-18T04:00:00.000Z,1967-07-18T04:00:00.000Z,1969-07-09T04:00:00.000Z,Nemaha (County)
205,229,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1967-07-18T04:00:00.000Z,1967-07-18T04:00:00.000Z,1969-07-09T04:00:00.000Z,Lyon (County)
206,229,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1967-07-18T04:00:00.000Z,1967-07-18T04:00:00.000Z,1969-07-09T04:00:00.000Z,Republic (County)
207,229,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1967-07-18T04:00:00.000Z,1967-07-18T04:00:00.000Z,1969-07-09T04:00:00.000Z,Washington (County)
208,229,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1967-07-18T04:00:00.000Z,1967-07-18T04:00:00.000Z,1969-07-09T04:00:00.000Z,Wabaunsee (County)
209,229,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1967-07-18T04:00:00.000Z,1967-07-18T04:00:00.000Z,1969-07-09T04:00:00.000Z,Pottawatomie (County)
210,232,TX,DR,Hurricane,HURRICANE BEULAH,1967-09-28T04:00:00.000Z,1967-09-28T04:00:00.000Z,1972-06-22T04:00:00.000Z,Aransas (County)
211,232,TX,DR,Hurricane,HURRICANE BEULAH,1967-09-28T04:00:00.000Z,1967-09-28T04:00:00.000Z,1972-06-22T04:00:00.000Z,Atascosa (County)
212,232,TX,DR,Hurricane,HURRICANE BEULAH,1967-09-28T04:00:00.000Z,1967-09-28T04:00:00.000Z,1972-06-22T04:00:00.000Z,Bee (County)
213,232,TX,DR,Hurricane,HURRICANE BEULAH,1967-09-28T04:00:00.000Z,1967-09-28T04:00:00.000Z,1972-06-22T04:00:00.000Z,Brooks (County)
214,232,TX,DR,Hurricane,HURRICANE BEULAH,1967-09-28T04:00:00.000Z,1967-09-28T04:00:00.000Z,1972-06-22T04:00:00.000Z,Goliad (County)
215,232,TX,DR,Hurricane,HURRICANE BEULAH,1967-09-28T04:00:00.000Z,1967-09-28T04:00:00.000Z,1972-06-22T04:00:00.000Z,Duval (County)
216,232,TX,DR,Hurricane,HURRICANE BEULAH,1967-09-28T04:00:00.000Z,1967-09-28T04:00:00.000Z,1972-06-22T04:00:00.000Z,Gonzales (County)
217,232,TX,DR,Hurricane,HURRICANE BEULAH,1967-09-28T04:00:00.000Z,1967-09-28T04:00:00.000Z,1972-06-22T04:00:00.000Z,DeWitt (County)
218,232,TX,DR,Hurricane,HURRICANE BEULAH,1967-09-28T04:00:00.000Z,1967-09-28T04:00:00.000Z,1972-06-22T04:00:00.000Z,Cameron (County)
219,232,TX,DR,Hurricane,HURRICANE BEULAH,1967-09-28T04:00:00.000Z,1967-09-28T04:00:00.000Z,1972-06-22T04:00:00.000Z,Calhoun (County)
220,232,TX,DR,Hurricane,HURRICANE BEULAH,1967-09-28T04:00:00.000Z,1967-09-28T04:00:00.000Z,1972-06-22T04:00:00.000Z,Hidalgo (County)
221,232,TX,DR,Hurricane,HURRICANE BEULAH,1967-09-28T04:00:00.000Z,1967-09-28T04:00:00.000Z,1972-06-22T04:00:00.000Z,Jim Hogg (County)
222,232,TX,DR,Hurricane,HURRICANE BEULAH,1967-09-28T04:00:00.000Z,1967-09-28T04:00:00.000Z,1972-06-22T04:00:00.000Z,Karnes (County)
223,232,TX,DR,Hurricane,HURRICANE BEULAH,1967-09-28T04:00:00.000Z,1967-09-28T04:00:00.000Z,1972-06-22T04:00:00.000Z,Kleberg (County)
224,232,TX,DR,Hurricane,HURRICANE BEULAH,1967-09-28T04:00:00.000Z,1967-09-28T04:00:00.000Z,1972-06-22T04:00:00.000Z,Jackson (County)
225,232,TX,DR,Hurricane,HURRICANE BEULAH,1967-09-28T04:00:00.000Z,1967-09-28T04:00:00.000Z,1972-06-22T04:00:00.000Z,McMullen (County)
226,232,TX,DR,Hurricane,HURRICANE BEULAH,1967-09-28T04:00:00.000Z,1967-09-28T04:00:00.000Z,1972-06-22T04:00:00.000Z,Refugio (County)
227,232,TX,DR,Hurricane,HURRICANE BEULAH,1967-09-28T04:00:00.000Z,1967-09-28T04:00:00.000Z,1972-06-22T04:00:00.000Z,Jim Wells (County)
228,232,TX,DR,Hurricane,HURRICANE BEULAH,1967-09-28T04:00:00.000Z,1967-09-28T04:00:00.000Z,1972-06-22T04:00:00.000Z,Lavaca (County)
229,232,TX,DR,Hurricane,HURRICANE BEULAH,1967-09-28T04:00:00.000Z,1967-09-28T04:00:00.000Z,1972-06-22T04:00:00.000Z,Kenedy (County)
230,232,TX,DR,Hurricane,HURRICANE BEULAH,1967-09-28T04:00:00.000Z,1967-09-28T04:00:00.000Z,1972-06-22T04:00:00.000Z,La Salle (County)
231,232,TX,DR,Hurricane,HURRICANE BEULAH,1967-09-28T04:00:00.000Z,1967-09-28T04:00:00.000Z,1972-06-22T04:00:00.000Z,Matagorda (County)
232,232,TX,DR,Hurricane,HURRICANE BEULAH,1967-09-28T04:00:00.000Z,1967-09-28T04:00:00.000Z,1972-06-22T04:00:00.000Z,Willacy (County)
233,232,TX,DR,Hurricane,HURRICANE BEULAH,1967-09-28T04:00:00.000Z,1967-09-28T04:00:00.000Z,1972-06-22T04:00:00.000Z,Zapata (County)
234,232,TX,DR,Hurricane,HURRICANE BEULAH,1967-09-28T04:00:00.000Z,1967-09-28T04:00:00.000Z,1972-06-22T04:00:00.000Z,Live Oak (County)
235,233,NY,DR,Flood,SEVERE STORMS & FLOODING,1967-10-30T05:00:00.000Z,1967-10-30T05:00:00.000Z,1972-03-14T05:00:00.000Z,Allegany (County)
236,232,TX,DR,Hurricane,HURRICANE BEULAH,1967-09-28T04:00:00.000Z,1967-09-28T04:00:00.000Z,1972-06-22T04:00:00.000Z,Victoria (County)
237,232,TX,DR,Hurricane,HURRICANE BEULAH,1967-09-28T04:00:00.000Z,1967-09-28T04:00:00.000Z,1972-06-22T04:00:00.000Z,San Patricio (County)
238,232,TX,DR,Hurricane,HURRICANE BEULAH,1967-09-28T04:00:00.000Z,1967-09-28T04:00:00.000Z,1972-06-22T04:00:00.000Z,Nueces (County)
239,233,NY,DR,Flood,SEVERE STORMS & FLOODING,1967-10-30T05:00:00.000Z,1967-10-30T05:00:00.000Z,1972-03-14T05:00:00.000Z,Cattaraugus (County)
240,232,TX,DR,Hurricane,HURRICANE BEULAH,1967-09-28T04:00:00.000Z,1967-09-28T04:00:00.000Z,1972-06-22T04:00:00.000Z,Starr (County)
241,246,TX,DR,Flood,"SEVERE STORMS, HIGH WINDS & FLOODING",1968-07-05T04:00:00.000Z,1968-07-05T04:00:00.000Z,1971-12-14T05:00:00.000Z,Collingsworth (County)
242,246,TX,DR,Flood,"SEVERE STORMS, HIGH WINDS & FLOODING",1968-07-05T04:00:00.000Z,1968-07-05T04:00:00.000Z,1971-12-14T05:00:00.000Z,Refugio (County)
243,246,TX,DR,Flood,"SEVERE STORMS, HIGH WINDS & FLOODING",1968-07-05T04:00:00.000Z,1968-07-05T04:00:00.000Z,1971-12-14T05:00:00.000Z,Aransas (County)
244,244,TX,DR,Flood,HEAVY RAINS & FLOODING,1968-06-10T04:00:00.000Z,1968-06-10T04:00:00.000Z,1971-12-14T05:00:00.000Z,Hill (County)
245,246,TX,DR,Flood,"SEVERE STORMS, HIGH WINDS & FLOODING",1968-07-05T04:00:00.000Z,1968-07-05T04:00:00.000Z,1971-12-14T05:00:00.000Z,San Patricio (County)
246,253,CA,DR,Flood,SEVERE STORMS & FLOODING,1969-01-26T05:00:00.000Z,1969-01-26T05:00:00.000Z,1976-04-19T05:00:00.000Z,Fresno (County)
247,253,CA,DR,Flood,SEVERE STORMS & FLOODING,1969-01-26T05:00:00.000Z,1969-01-26T05:00:00.000Z,1976-04-19T05:00:00.000Z,El Dorado (County)
248,253,CA,DR,Flood,SEVERE STORMS & FLOODING,1969-01-26T05:00:00.000Z,1969-01-26T05:00:00.000Z,1976-04-19T05:00:00.000Z,Contra Costa (County)
249,253,CA,DR,Flood,SEVERE STORMS & FLOODING,1969-01-26T05:00:00.000Z,1969-01-26T05:00:00.000Z,1976-04-19T05:00:00.000Z,Humboldt (County)
250,253,CA,DR,Flood,SEVERE STORMS & FLOODING,1969-01-26T05:00:00.000Z,1969-01-26T05:00:00.000Z,1976-04-19T05:00:00.000Z,Amador (County)
251,253,CA,DR,Flood,SEVERE STORMS & FLOODING,1969-01-26T05:00:00.000Z,1969-01-26T05:00:00.000Z,1976-04-19T05:00:00.000Z,Los Angeles (County)
252,253,CA,DR,Flood,SEVERE STORMS & FLOODING,1969-01-26T05:00:00.000Z,1969-01-26T05:00:00.000Z,1976-04-19T05:00:00.000Z,Kings (County)
253,253,CA,DR,Flood,SEVERE STORMS & FLOODING,1969-01-26T05:00:00.000Z,1969-01-26T05:00:00.000Z,1976-04-19T05:00:00.000Z,Kern (County)
254,253,CA,DR,Flood,SEVERE STORMS & FLOODING,1969-01-26T05:00:00.000Z,1969-01-26T05:00:00.000Z,1976-04-19T05:00:00.000Z,Mariposa (County)
255,253,CA,DR,Flood,SEVERE STORMS & FLOODING,1969-01-26T05:00:00.000Z,1969-01-26T05:00:00.000Z,1976-04-19T05:00:00.000Z,Inyo (County)
256,253,CA,DR,Flood,SEVERE STORMS & FLOODING,1969-01-26T05:00:00.000Z,1969-01-26T05:00:00.000Z,1976-04-19T05:00:00.000Z,Madera (County)
257,253,CA,DR,Flood,SEVERE STORMS & FLOODING,1969-01-26T05:00:00.000Z,1969-01-26T05:00:00.000Z,1976-04-19T05:00:00.000Z,Marin (County)
258,253,CA,DR,Flood,SEVERE STORMS & FLOODING,1969-01-26T05:00:00.000Z,1969-01-26T05:00:00.000Z,1976-04-19T05:00:00.000Z,Mendocino (County)
259,253,CA,DR,Flood,SEVERE STORMS & FLOODING,1969-01-26T05:00:00.000Z,1969-01-26T05:00:00.000Z,1976-04-19T05:00:00.000Z,Mono (County)
260,253,CA,DR,Flood,SEVERE STORMS & FLOODING,1969-01-26T05:00:00.000Z,1969-01-26T05:00:00.000Z,1976-04-19T05:00:00.000Z,Modoc (County)
261,253,CA,DR,Flood,SEVERE STORMS & FLOODING,1969-01-26T05:00:00.000Z,1969-01-26T05:00:00.000Z,1976-04-19T05:00:00.000Z,Monterey (County)
262,253,CA,DR,Flood,SEVERE STORMS & FLOODING,1969-01-26T05:00:00.000Z,1969-01-26T05:00:00.000Z,1976-04-19T05:00:00.000Z,Merced (County)
263,253,CA,DR,Flood,SEVERE STORMS & FLOODING,1969-01-26T05:00:00.000Z,1969-01-26T05:00:00.000Z,1976-04-19T05:00:00.000Z,Placer (County)
264,253,CA,DR,Flood,SEVERE STORMS & FLOODING,1969-01-26T05:00:00.000Z,1969-01-26T05:00:00.000Z,1976-04-19T05:00:00.000Z,Orange (County)
265,253,CA,DR,Flood,SEVERE STORMS & FLOODING,1969-01-26T05:00:00.000Z,1969-01-26T05:00:00.000Z,1976-04-19T05:00:00.000Z,Plumas (County)
266,253,CA,DR,Flood,SEVERE STORMS & FLOODING,1969-01-26T05:00:00.000Z,1969-01-26T05:00:00.000Z,1976-04-19T05:00:00.000Z,Riverside (County)
267,253,CA,DR,Flood,SEVERE STORMS & FLOODING,1969-01-26T05:00:00.000Z,1969-01-26T05:00:00.000Z,1976-04-19T05:00:00.000Z,San Benito (County)
268,253,CA,DR,Flood,SEVERE STORMS & FLOODING,1969-01-26T05:00:00.000Z,1969-01-26T05:00:00.000Z,1976-04-19T05:00:00.000Z,Sacramento (County)
269,253,CA,DR,Flood,SEVERE STORMS & FLOODING,1969-01-26T05:00:00.000Z,1969-01-26T05:00:00.000Z,1976-04-19T05:00:00.000Z,San Bernardino (County)
270,253,CA,DR,Flood,SEVERE STORMS & FLOODING,1969-01-26T05:00:00.000Z,1969-01-26T05:00:00.000Z,1976-04-19T05:00:00.000Z,Santa Barbara (County)
271,253,CA,DR,Flood,SEVERE STORMS & FLOODING,1969-01-26T05:00:00.000Z,1969-01-26T05:00:00.000Z,1976-04-19T05:00:00.000Z,San Luis Obispo (County)
272,253,CA,DR,Flood,SEVERE STORMS & FLOODING,1969-01-26T05:00:00.000Z,1969-01-26T05:00:00.000Z,1976-04-19T05:00:00.000Z,San Joaquin (County)
273,253,CA,DR,Flood,SEVERE STORMS & FLOODING,1969-01-26T05:00:00.000Z,1969-01-26T05:00:00.000Z,1976-04-19T05:00:00.000Z,Sierra (County)
274,253,CA,DR,Flood,SEVERE STORMS & FLOODING,1969-01-26T05:00:00.000Z,1969-01-26T05:00:00.000Z,1976-04-19T05:00:00.000Z,Tehama (County)
275,253,CA,DR,Flood,SEVERE STORMS & FLOODING,1969-01-26T05:00:00.000Z,1969-01-26T05:00:00.000Z,1976-04-19T05:00:00.000Z,Sonoma (County)
276,253,CA,DR,Flood,SEVERE STORMS & FLOODING,1969-01-26T05:00:00.000Z,1969-01-26T05:00:00.000Z,1976-04-19T05:00:00.000Z,Stanislaus (County)
277,253,CA,DR,Flood,SEVERE STORMS & FLOODING,1969-01-26T05:00:00.000Z,1969-01-26T05:00:00.000Z,1976-04-19T05:00:00.000Z,Shasta (County)
278,253,CA,DR,Flood,SEVERE STORMS & FLOODING,1969-01-26T05:00:00.000Z,1969-01-26T05:00:00.000Z,1976-04-19T05:00:00.000Z,Solano (County)
279,253,CA,DR,Flood,SEVERE STORMS & FLOODING,1969-01-26T05:00:00.000Z,1969-01-26T05:00:00.000Z,1976-04-19T05:00:00.000Z,Ventura (County)
280,253,CA,DR,Flood,SEVERE STORMS & FLOODING,1969-01-26T05:00:00.000Z,1969-01-26T05:00:00.000Z,1976-04-19T05:00:00.000Z,Yuba (County)
281,253,CA,DR,Flood,SEVERE STORMS & FLOODING,1969-01-26T05:00:00.000Z,1969-01-26T05:00:00.000Z,1976-04-19T05:00:00.000Z,Tulare (County)
282,253,CA,DR,Flood,SEVERE STORMS & FLOODING,1969-01-26T05:00:00.000Z,1969-01-26T05:00:00.000Z,1976-04-19T05:00:00.000Z,Tuolumne (County)
283,267,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1969-07-15T04:00:00.000Z,1969-07-15T04:00:00.000Z,1971-06-16T04:00:00.000Z,Allen (County)
284,267,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1969-07-15T04:00:00.000Z,1969-07-15T04:00:00.000Z,1971-06-16T04:00:00.000Z,Anderson (County)
285,267,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1969-07-15T04:00:00.000Z,1969-07-15T04:00:00.000Z,1971-06-16T04:00:00.000Z,Bourbon (County)
286,267,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1969-07-15T04:00:00.000Z,1969-07-15T04:00:00.000Z,1971-06-16T04:00:00.000Z,Crawford (County)
287,267,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1969-07-15T04:00:00.000Z,1969-07-15T04:00:00.000Z,1971-06-16T04:00:00.000Z,Dickinson (County)
288,267,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1969-07-15T04:00:00.000Z,1969-07-15T04:00:00.000Z,1971-06-16T04:00:00.000Z,Douglas (County)
289,267,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1969-07-15T04:00:00.000Z,1969-07-15T04:00:00.000Z,1971-06-16T04:00:00.000Z,Ellsworth (County)
290,267,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1969-07-15T04:00:00.000Z,1969-07-15T04:00:00.000Z,1971-06-16T04:00:00.000Z,Franklin (County)
291,267,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1969-07-15T04:00:00.000Z,1969-07-15T04:00:00.000Z,1971-06-16T04:00:00.000Z,Johnson (County)
292,267,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1969-07-15T04:00:00.000Z,1969-07-15T04:00:00.000Z,1971-06-16T04:00:00.000Z,Leavenworth (County)
293,267,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1969-07-15T04:00:00.000Z,1969-07-15T04:00:00.000Z,1971-06-16T04:00:00.000Z,Linn (County)
294,267,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1969-07-15T04:00:00.000Z,1969-07-15T04:00:00.000Z,1971-06-16T04:00:00.000Z,Lyon (County)
295,267,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1969-07-15T04:00:00.000Z,1969-07-15T04:00:00.000Z,1971-06-16T04:00:00.000Z,McPherson (County)
296,267,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1969-07-15T04:00:00.000Z,1969-07-15T04:00:00.000Z,1971-06-16T04:00:00.000Z,Miami (County)
297,267,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1969-07-15T04:00:00.000Z,1969-07-15T04:00:00.000Z,1971-06-16T04:00:00.000Z,Morris (County)
298,267,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1969-07-15T04:00:00.000Z,1969-07-15T04:00:00.000Z,1971-06-16T04:00:00.000Z,Neosho (County)
299,267,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1969-07-15T04:00:00.000Z,1969-07-15T04:00:00.000Z,1971-06-16T04:00:00.000Z,Osage (County)
300,267,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1969-07-15T04:00:00.000Z,1969-07-15T04:00:00.000Z,1971-06-16T04:00:00.000Z,Saline (County)
301,267,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1969-07-15T04:00:00.000Z,1969-07-15T04:00:00.000Z,1971-06-16T04:00:00.000Z,Woodson (County)
302,267,KS,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1969-07-15T04:00:00.000Z,1969-07-15T04:00:00.000Z,1971-06-16T04:00:00.000Z,Wyandotte (County)
303,270,CA,DR,Flood,FLOODING,1969-08-15T04:00:00.000Z,1969-08-15T04:00:00.000Z,1974-05-23T04:00:00.000Z,Kings (County)
304,272,LA,DR,Hurricane,HURRICANE CAMILLE,1969-08-19T04:00:00.000Z,1969-08-19T04:00:00.000Z,1972-06-22T04:00:00.000Z,Ward 9 (Police Jury Ward)
305,272,LA,DR,Hurricane,HURRICANE CAMILLE,1969-08-19T04:00:00.000Z,1969-08-19T04:00:00.000Z,1972-06-22T04:00:00.000Z,Plaquemines (Parish)
306,272,LA,DR,Hurricane,HURRICANE CAMILLE,1969-08-19T04:00:00.000Z,1969-08-19T04:00:00.000Z,1972-06-22T04:00:00.000Z,St. Bernard (Parish)
307,272,LA,DR,Hurricane,HURRICANE CAMILLE,1969-08-19T04:00:00.000Z,1969-08-19T04:00:00.000Z,1972-06-22T04:00:00.000Z,St. Tammany (Parish)
308,272,LA,DR,Hurricane,HURRICANE CAMILLE,1969-08-19T04:00:00.000Z,1969-08-19T04:00:00.000Z,1972-06-22T04:00:00.000Z,Washington (Parish)
309,275,NY,DR,Flood,HEAVY RAINS & FLOODING,1969-08-26T04:00:00.000Z,1969-08-26T04:00:00.000Z,1972-04-25T05:00:00.000Z,Sullivan (County)
310,283,CA,DR,Flood,SEVERE STORMS & FLOODING,1970-02-16T05:00:00.000Z,1970-02-16T05:00:00.000Z,1976-06-16T04:00:00.000Z,Alameda (County)
